"RED_IZO";"IČO";"Zřizovatel";"Území";"Kraj";"Okres/Obvod";"Správní úřad";"ORP";"ORP Název";"Plný název";"Zkrácený název";"Ulice";"Č. p.";"Č. or.";"Část obce";"PSČ";"Místo";"Kód RÚIAN";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Druh/Typ";"Název";"Škola - Ulice";"Škola - Č. p.";"Škola - Č. or.";"Škola - Část obce";"Škola - PSČ";"Škola - Místo";"Škola - Kód RÚIAN";"Kapacita";"Datum zahájení činnosti"
"600004686";"70872589";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Střední průmyslová škola strojnická, škola hlavního města Prahy, Praha 1, Betlémská 4/287";"SPŠ strojnická, škola hl.m. Prahy";"Betlémská";"287";"4";"Staré Město";"11000";"Praha";"21717940";"222 221 403 ;251092100";"222 221 405";"reditel@betlemska.cz";"sekretariat@betlemska.cz";"http://www.betlemska.cz";"Mgr. Michal Prutyszyn";"110032659";"L11";"Školní jídelna";"Betlémská";"287";"4";"Staré Město";"11000";"Praha";"21717940";"500";"01.08.1996"
"600004694";"60449004";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Gymnázium prof. Jana Patočky, Praha 1, Jindřišská 36";"Gymnázium prof. Jana Patočky";"Jindřišská";"966";"36";"Nové Město";"11000";"Praha";"21707774";"224 239 061";"224 239 061";"info@gpjp.cz";;"www.gpjp.cz";"Mgr. Jana Drake";"060449004";"C00";"Střední škola";"Jindřišská";"966";"36";"Nové Město";"11000";"Praha";"21707774";"660";"16.05.1996"
"600004708";"70872503";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Akademické gymnázium a Jazyková škola s právem státní jazykové zkoušky, školy hlavního města Prahy";"Akad.gymnázium a jazyk.šk. s právem SJZ";"Štěpánská";"614";"22";"Nové Město";"11000";"Praha";"21703922";"221 421 931 ,221421933";"221 421 957";"milan.sterba@agstepanska.cz";"agstepanska@agstepanska.cz";"http://www.agstepanska.cz";"PaedDr. Milan Štěrba";"000334227";"F20";"Jazyková škola s právem státní jazykové zkoušky";"Školská";"685";"15";"Nové Město";"11000";"Praha";"21704759";"955";"13.06.1996"
"600004708";"70872503";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Akademické gymnázium a Jazyková škola s právem státní jazykové zkoušky, školy hlavního města Prahy";"Akad.gymnázium a jazyk.šk. s právem SJZ";"Štěpánská";"614";"22";"Nové Město";"11000";"Praha";"21703922";"221 421 931 ,221421933";"221 421 957";"milan.sterba@agstepanska.cz";"agstepanska@agstepanska.cz";"http://www.agstepanska.cz";"PaedDr. Milan Štěrba";"110001630";"C00";"Střední škola";"Štěpánská";"614";"22";"Nové Město";"11000";"Praha";"21703922";"550";"16.05.1996"
"600004724";"61388106";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Gymnázium, Praha 2, Botičská 1";"Gymnázium";"Botičská";"424";"1";"Nové Město";"12800";"Praha";"21729476";"224 920 589";;"gybot@gybot.cz";;"https://www.gybot.cz/";"Mgr. Stanislav Luňák";"000334677";"C00";"Střední škola";"Botičská";"424";"1";"Nové Město";"12800";"Praha";"21729476";"435";"16.05.1996"
"600004741";"60461713";"7";"CZ010A";"Hlavní město Praha";"Praha 10";"B11000";"1100";"Hlavní město Praha";"Hotelová škola, Praha 10, Vršovická 43";"Hotelová škola";"Vršovická";"564";"43";"Vršovice";"10100";"Praha";"22660739";"271 001 531";;"mailbox@shs.cz";"reditel@shs.cz";"http://www.shs.cz";"Mgr. Petr Vomela";"000638552";"C00";"Střední škola";"Vršovická";"564";"43";"Vršovice";"10100";"Praha";"22660739";"640";"16.05.1996"
"600004741";"60461713";"7";"CZ010A";"Hlavní město Praha";"Praha 10";"B11000";"1100";"Hlavní město Praha";"Hotelová škola, Praha 10, Vršovická 43";"Hotelová škola";"Vršovická";"564";"43";"Vršovice";"10100";"Praha";"22660739";"271 001 531";;"mailbox@shs.cz";"reditel@shs.cz";"http://www.shs.cz";"Mgr. Petr Vomela";"161102492";"L13";"Školní jídelna - výdejna";"Vršovická";"564";"43";"Vršovice";"10100";"Praha";"22660739";"620";"01.09.2007"
"600004759";"00638463";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Českoslovanská akademie obchodní Dr. Edvarda Beneše, střední odborná škola, Praha 2, Resslova 8";"Českoslovanská AO Dr. E. Beneše, SOŠ";"Resslova";"1780";"8";"Nové Město";"12000";"Praha";"21733899";"224 917 774";"224 920 167";"cao8@cao8.cz";;"www.cao8.cz";"Ing. Dagmar Krutská";"000638463";"C00";"Střední škola";"Resslova";"1780";"8";"Nové Město";"12000";"Praha";"21733899";"1550";"16.05.1996"
"600004775";"61386774";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Obchodní akademie Vinohradská";"Obchodní akademie Vinohradská";"Vinohradská";"1971";"38";"Vinohrady";"12000";"Praha";"21756431";"224 255 121";;"info@oavin.cz";"milan.macek@oavin.cz";"www.oavin.cz";"RNDr. Milan Macek, CSc.";"000283762";"C00";"Střední škola";"Vinohradská";"1971";"38";"Vinohrady";"12000";"Praha";"21756431";"725";"16.05.1996"
"600004783";"61385301";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Střední průmyslová škola elektrotechnická, Praha 2, Ječná 30";"SPŠ elektrotechnická";"Ječná";"517";"30";"Nové Město";"12000";"Praha";"21730776";"224 941 469 ,224941146";"224 942 066";"spsejecna@spsejecna.cz";"mandik@spsejecna.cz;rasek@spsejecna.cz";"http://www.spsejecna.cz";"Ing. Bc. et Bc. Ondřej Mandík, Ing.Paed.IGIP";"000638374";"C00";"Střední škola";"Ječná";"517";"30";"Nové Město";"12000";"Praha";"21730776";"870";"16.05.1996"
"600004783";"61385301";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Střední průmyslová škola elektrotechnická, Praha 2, Ječná 30";"SPŠ elektrotechnická";"Ječná";"517";"30";"Nové Město";"12000";"Praha";"21730776";"224 941 469 ,224941146";"224 942 066";"spsejecna@spsejecna.cz";"mandik@spsejecna.cz;rasek@spsejecna.cz";"http://www.spsejecna.cz";"Ing. Bc. et Bc. Ondřej Mandík, Ing.Paed.IGIP";"150045379";"L13";"Školní jídelna - výdejna";"Ječná";"517";"30";"Nové Město";"12000";"Praha";"21730776";"650";"01.05.2003"
"600004791";"44846738";"6";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Arcibiskupské gymnázium";"Arcibiskupské gymnázium";"Korunní";"586";"2";"Vinohrady";"12000";"Praha";"21745498";"224 251 877 ,734435045";"224 252 224";"gymnazium@arcig.cz";"mrzilek@arcig.cz";"https://www.arcig.cz";"PhDr. Mgr. Ondřej Mrzílek";"044846738";"C00";"Střední škola";"Korunní";"586";"2";"Vinohrady";"12000";"Praha";"21745498";"550";"16.05.1996"
"600004791";"44846738";"6";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Arcibiskupské gymnázium";"Arcibiskupské gymnázium";"Korunní";"586";"2";"Vinohrady";"12000";"Praha";"21745498";"224 251 877 ,734435045";"224 252 224";"gymnazium@arcig.cz";"mrzilek@arcig.cz";"https://www.arcig.cz";"PhDr. Mgr. Ondřej Mrzílek";"181016419";"G22";"Školní klub";"Korunní";"586";"2";"Vinohrady";"12000";"Praha";"21745498";"290";"01.09.2010"
"600004791";"44846738";"6";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Arcibiskupské gymnázium";"Arcibiskupské gymnázium";"Korunní";"586";"2";"Vinohrady";"12000";"Praha";"21745498";"224 251 877 ,734435045";"224 252 224";"gymnazium@arcig.cz";"mrzilek@arcig.cz";"https://www.arcig.cz";"PhDr. Mgr. Ondřej Mrzílek";"181038234";"G11";"Dům dětí a mládeže";"Korunní";"586";"2";"Vinohrady";"12000";"Praha";"21745498";"0";"01.09.2012"
"600004813";"25081012";"5";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Obchodní akademie, ŠKOLA 2000, s.r.o.";"Obchodní akademie, ŠKOLA 2000, s.r.o.";"Ječná";"517";"30";"Nové Město";"12000";"Praha";"21730776";"605 579 444";;"reditelka@dalkovestudium.cz";;"http://www.dalkovestudium.cz";"Ing. Andrea Pospíšilová";"110001664";"C00";"Střední škola";"Ječná";"517";"30";"Nové Město";"12000";"Praha";"21730776";"120";"16.05.1996"
"600004821";"25107186";"5";"CZ0107";"Hlavní město Praha";"Praha 7";"B11000";"1100";"Hlavní město Praha";"Gymnázium Duhovka s.r.o.";"Gymnázium Duhovka s.r.o.";"Ortenovo náměstí";"1275";"34";"Holešovice";"17000";"Praha";"22309233";"241 404 217";;"marcela.rutova@duhovkagymnazium.cz";"petr.gazdik@duhovkagymnazium.cz";"http://www.duhovkagymnazium.cz";"Mgr. Petr Gazdík";"013818082";"C00";"Střední škola";"Ortenovo náměstí";"1275";"34";"Holešovice";"17000";"Praha";"22309233";"580";"01.09.1991"
"600004821";"25107186";"5";"CZ0107";"Hlavní město Praha";"Praha 7";"B11000";"1100";"Hlavní město Praha";"Gymnázium Duhovka s.r.o.";"Gymnázium Duhovka s.r.o.";"Ortenovo náměstí";"1275";"34";"Holešovice";"17000";"Praha";"22309233";"241 404 217";;"marcela.rutova@duhovkagymnazium.cz";"petr.gazdik@duhovkagymnazium.cz";"http://www.duhovkagymnazium.cz";"Mgr. Petr Gazdík";"181039028";"L13";"Školní jídelna - výdejna";"Ortenovo náměstí";"1275";"34";"Holešovice";"17000";"Praha";"22309233";"300";"01.09.2012"
"600004830";"61386138";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Českoslovanská akademie obchodní, střední odborná škola, Praha 2, Resslova 5";"Českoslovanská AO, SOŠ";"Resslova";"1940";"5";"Nové Město";"12000";"Praha";"21735654";"224 922 228";"224 922 228";"info@cao.cz";"webmaster@cao.cz";"http://www.cao.cz";"Mgr. Dagmar Blažková";"000638455";"C00";"Střední škola";"Resslova";"1940";"5";"Nové Město";"12000";"Praha";"21735654";"540";"16.05.1996"
"600004848";"25127098";"5";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Střední škola ekonomická se sportovním zaměřením, s.r.o.";"SŠ ekonom. se sport. zaměřením s.r.o.";"Vinohradská";"1971";"38";"Vinohrady";"12000";"Praha";"21756431";"222 518 149";;"kancelar@sses.cz";"reditel@sses.cz";"http://www.sses.cz";"Mgr. Tomáš Vytřísal";"045268983";"C00";"Střední škola";"Vinohradská";"1971";"38";"Vinohrady";"12000";"Praha";"21756431";"200";"01.09.1993"
"600004856";"61385930";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Střední průmyslová škola potravinářských technologií, Střední odborná škola přírodovědná a veterinární a Gymnázium, Praha 2, Podskalská 10, příspěvková organizace";"SPŠ, SOŠ a G, Praha 2, Podskalská 10";"Podskalská";"365";"10";"Nové Město";"12800";"Praha";"21728801";"221 595 401 ,734832019";"221 595 433 ,221595408";"kramekv@podskalska.cz";"jakesova@podskalska.cz";"https://www.podskalska.cz/";"Mgr. Václav Krámek";"000638366";"C00";"Střední škola";"Podskalská";"365";"10";"Nové Město";"12800";"Praha";"21728801";"1050";"16.05.1996"
"600004856";"61385930";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Střední průmyslová škola potravinářských technologií, Střední odborná škola přírodovědná a veterinární a Gymnázium, Praha 2, Podskalská 10, příspěvková organizace";"SPŠ, SOŠ a G, Praha 2, Podskalská 10";"Podskalská";"365";"10";"Nové Město";"12800";"Praha";"21728801";"221 595 401 ,734832019";"221 595 433 ,221595408";"kramekv@podskalska.cz";"jakesova@podskalska.cz";"https://www.podskalska.cz/";"Mgr. Václav Krámek";"102413142";"L11";"Školní jídelna";"Podskalská";"365";"10";"Nové Město";"12800";"Praha";"21728801";"790";"13.05.1996"
"600004864";"00549185";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Střední škola obchodní";"Střední škola obchodní";"Belgická";"250";"29";"Vinohrady";"12000";"Praha";"21741859";"224 257 859";"224 257 859";"sekretariat@ssob.cz";"reditel@ssob.cz";"http://www.ssob.cz";"Ing. Ivo Krajíček";"000549185";"C00";"Střední škola";"Belgická";"250";"29";"Vinohrady";"12000";"Praha";"21741859";"1200";"21.06.1996"
"600004902";"45768561";"6";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Střední odborná škola sociální svaté Zdislavy";"SOŠ sociální svaté Zdislavy";"Ječná";"527";"33";"Nové Město";"12000";"Praha";"21730946";"224 942 178 ,224941578";"224 942 179";"info@sossjecna.cz";"patrik.burda@post.cz";"http://www.sossjecna.cz";"PhDr. Patrik Burda";"045768561";"C00";"Střední škola";"Ječná";"527";"33";"Nové Město";"12000";"Praha";"21730946";"270";"01.09.1993"
"600004911";"61385131";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Gymnázium Karla Sladkovského, Praha 3, Sladkovského náměstí 8";"Gymnázium Karla Sladkovského";"Sladkovského náměstí";"900";"8";"Žižkov";"13000";"Praha";"21776059";"222 721 118";"222 715 571";"info@gykas.cz";"husek.tomas@gykas.cz";"http://www.gykas.cz";"Mgr. Tomáš Hušek";"000335410";"C00";"Střední škola";"Sladkovského náměstí";"900";"8";"Žižkov";"13000";"Praha";"21776059";"600";"16.05.1996"
"600004911";"61385131";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Gymnázium Karla Sladkovského, Praha 3, Sladkovského náměstí 8";"Gymnázium Karla Sladkovského";"Sladkovského náměstí";"900";"8";"Žižkov";"13000";"Praha";"21776059";"222 721 118";"222 715 571";"info@gykas.cz";"husek.tomas@gykas.cz";"http://www.gykas.cz";"Mgr. Tomáš Hušek";"102413622";"L11";"Školní jídelna";"Sladkovského náměstí";"900";"8";"Žižkov";"13000";"Praha";"21776059";"500";"13.05.1996"
"600004929";"70107050";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Obchodní akademie, Praha 3, Kubelíkova 37";"Obchodní akademie";"Kubelíkova";"1221";"37";"Žižkov";"13000";"Praha";"21779571";"222 119 211 ,222119214";;"studijni@oa-kubelikova.cz";"barbora.smutna@oa-kubelikova.cz";"http://www.oa-kubelikova.cz";"Mgr. Barbora Smutná";"110002008";"C00";"Střední škola";"Kubelíkova";"1221";"37";"Žižkov";"13000";"Praha";"21779571";"528";"16.05.1996"
"600004945";"61388025";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Vyšší odborná škola uměleckoprůmyslová a Střední uměleckoprůmyslová škola, Praha 3, Žižkovo náměstí 1";"VOŠ uměleckoprůmyslová a SUPŠ";"Žižkovo náměstí";"1300";"1";"Žižkov";"13000";"Praha";"21780463";"226 523 303 ,732862693";;"info@sups.cz";"pavel.kovarik@sups.cz";"http://www.sups.cz";"Mgr. Pavel Kovářík";"000312835";"C00";"Střední škola";"Žižkovo náměstí";"1300";"1";"Žižkov";"13000";"Praha";"21780463";"397";"12.11.1996"
"600004945";"61388025";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Vyšší odborná škola uměleckoprůmyslová a Střední uměleckoprůmyslová škola, Praha 3, Žižkovo náměstí 1";"VOŠ uměleckoprůmyslová a SUPŠ";"Žižkovo náměstí";"1300";"1";"Žižkov";"13000";"Praha";"21780463";"226 523 303 ,732862693";;"info@sups.cz";"pavel.kovarik@sups.cz";"http://www.sups.cz";"Mgr. Pavel Kovářík";"110026055";"E00";"Vyšší odborná škola";"Žižkovo náměstí";"1300";"1";"Žižkov";"13000";"Praha";"21780463";"40";"12.11.1996"
"600004961";"60461675";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Gymnázium Na Pražačce, Praha 3, Nad Ohradou 23";"Gymnázium Na Pražačce";"Nad Ohradou";"2825";"23";"Žižkov";"13000";"Praha";"25690388";"797 973 100";;"gymnazium@gymnazium-prazacka.cz";"kaspar@gymnazium-prazacka.cz";"http://www.gymnazium-prazacka.cz";"Mgr. Martin Kašpar";"000335398";"C00";"Střední škola";"Nad Ohradou";"2825";"23";"Žižkov";"13000";"Praha";"25690388";"600";"14.09.1957"
"600004970";"61386871";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Vyšší odborná škola a Střední umělecká škola Václava Hollara, Praha 3, Hollarovo náměstí 2";"VOŠ a Střední umělecká škola V. Hollara";"Hollarovo náměstí";"2275";"2";"Vinohrady";"13000";"Praha";"21765774";"267 310 215 ,272111226";"271 732 504";"info@hollarka.cz";"reditel@hollarka.cz";"http://www.hollarka.cz";"Ak. mal. Bohumír Gemrot";"000638609";"C00";"Střední škola";"Hollarovo náměstí";"2275";"2";"Vinohrady";"13000";"Praha";"21765774";"140";"16.05.1996"
"600004970";"61386871";"7";"CZ0103";"Hlavní město Praha";"Praha 3";"B11000";"1100";"Hlavní město Praha";"Vyšší odborná škola a Střední umělecká škola Václava Hollara, Praha 3, Hollarovo náměstí 2";"VOŠ a Střední umělecká škola V. Hollara";"Hollarovo náměstí";"2275";"2";"Vinohrady";"13000";"Praha";"21765774";"267 310 215 ,272111226";"271 732 504";"info@hollarka.cz";"reditel@hollarka.cz";"http://www.hollarka.cz";"Ak. mal. Bohumír Gemrot";"150069341";"E00";"Vyšší odborná škola";"Hollarovo náměstí";"2275";"2";"Vinohrady";"13000";"Praha";"21765774";"60";"01.09.2004"
"600005046";"60444916";"7";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Gymnázium, Praha 4, Písnická 760";"Gymnázium";"Písnická";"760";"11";"Kamýk";"14200";"Praha";"21852952";"241 712 754";;"info@gpisnicka.cz";;"http://www.gpisnicka.cz";"Mgr. Bc. Julius Kolín";"108029310";"C00";"Střední škola";"Písnická";"760";"11";"Kamýk";"14200";"Praha";"21852952";"400";"13.06.1996"
"600005054";"00335533";"7";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Gymnázium Elišky Krásnohorské, Praha 4 - Michle, Ohradní 55";"Gymnázium Elišky Krásnohorské";"Ohradní";"111";"55";"Michle";"14000";"Praha";"21903492";"241 080 291";"241 080 293";"skola@gekom.cz";;"https://www.gekom.cz/";"Mgr. Martin Švejnoha";"000335533";"C00";"Střední škola";"Ohradní";"111";"55";"Michle";"14000";"Praha";"21903492";"510";"13.06.1996"
"600005054";"00335533";"7";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Gymnázium Elišky Krásnohorské, Praha 4 - Michle, Ohradní 55";"Gymnázium Elišky Krásnohorské";"Ohradní";"111";"55";"Michle";"14000";"Praha";"21903492";"241 080 291";"241 080 293";"skola@gekom.cz";;"https://www.gekom.cz/";"Mgr. Martin Švejnoha";"102425639";"L11";"Školní jídelna";"Ohradní";"111";"55";"Michle";"14000";"Praha";"21903492";"600";"13.06.1996"
"600005071";"49624059";"7";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Střední průmyslová škola stavební Josefa Gočára, Praha 4, Družstevní ochoz 3";"SPŠ stavební Josefa Gočára";"Družstevní ochoz";"1659";"3";"Nusle";"14000";"Praha";"22706771";"261 217 206 ;261213904";"261 215 063";"sekretariat@spsgocar.cz";"reditelka@spsgocar.cz";"http://www.spsgocar.cz";"Ing. Martina Věžníková";"000638358";"C00";"Střední škola";"Družstevní ochoz";"1659";"3";"Nusle";"14000";"Praha";"22706771";"745";"13.06.1996"
"600005071";"49624059";"7";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Střední průmyslová škola stavební Josefa Gočára, Praha 4, Družstevní ochoz 3";"SPŠ stavební Josefa Gočára";"Družstevní ochoz";"1659";"3";"Nusle";"14000";"Praha";"22706771";"261 217 206 ;261213904";"261 215 063";"sekretariat@spsgocar.cz";"reditelka@spsgocar.cz";"http://www.spsgocar.cz";"Ing. Martina Věžníková";"181118050";"L11";"Školní jídelna";"Družstevní ochoz";"1659";"3";"Nusle";"14000";"Praha";"22706771";"800";"01.09.2021"
"600005089";"60459085";"7";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Gymnázium, Praha 4, Postupická 3150";"Gymnázium";"Postupická";"3150";"4";"Záběhlice";"14100";"Praha";"26057930";"246 007 400";;"postupicka@postupicka.cz";"hurtlova@postupicka.cz";"www.postupicka.cz";"Mgr. Šárka Hurtlová";"000335606";"C00";"Střední škola";"Postupická";"3150";"4";"Záběhlice";"14100";"Praha";"26057930";"650";"13.06.1996"
"600005101";"00639028";"7";"CZ0108";"Hlavní město Praha";"Praha 8";"B11000";"1100";"Hlavní město Praha";"Střední odborné učiliště kadeřnické, Praha 8, Karlínské náměstí 8/225";"Střední odborné učiliště kadeřnické";"Karlínské náměstí";"225";"8";"Karlín";"18600";"Praha";"22350942";"241 440 423";"241 441 444";"sekretariat@souhair.cz";"martina.kulhankova@souhair.cz";"www.souhair.cz";"Mgr. Jan Cigánik";"000639028";"C00";"Střední škola";"Karlínské náměstí";"225";"8";"Karlín";"18600";"Praha";"22350942";"570";"21.06.1996"
